album,price,rating,have,want,tier,popularity
Nat King Cole - Stay As Sweet As You Are,9.99,3.87,1385,26,Niche/Underground,0.01842664776754075
"Anita Kerr, Rod McKuen / The San Sebastian Strings - The Sea",12.99,3.24,971,111,Low Priority,0.10258780036968576
Barry Manilow - One Voice,9.99,3.62,4008,75,Mid-Tier (Popular),0.018368846436443792
Bob Seger & The Silver Bullet Band* - Like A Rock,14.99,3.82,5815,167,Mid-Tier (Popular),0.027917084587094618
Grand Funk Railroad - Good Singin' Good Playin',12.99,3.84,2113,112,Mid-Tier (Popular),0.050337078651685394
Bob Booker And Earle Doud Featuring Vaughn Meader With Earle Doud ~ Naomi Brossart ~ Bob Booker ~ Norma Macmillan - The First Family,12.99,3.06,2569,51,Low Priority,0.019465648854961833
Steve Winwood - Steve Winwood,9.99,3.68,3824,97,Mid-Tier (Popular),0.024738587095128793
Linda Ronstadt - Living In The USA,9.99,3.75,10235,117,Mid-Tier (Popular),0.011302163833075734
"Anita Kerr, Rod McKuen / The San Sebastian Strings - The Sea",9.99,3.24,971,111,Low Priority,0.10258780036968576
The Sandpipers - Greatest Hits,3.99,3.4,81,3,Low Priority,0.03571428571428571
The Beau Brummels - Volume 2,19.99,3.95,367,171,Mid-Tier (Popular),0.31784386617100374
Nancy Wilson - A Touch Of Today,12.99,3.98,1071,86,Mid-Tier (Popular),0.07433016421780467
Mike Rutherford - Acting Very Strange,9.99,3.16,1403,37,Low Priority,0.025694444444444443
Dawn Featuring Tony Orlando - Tuneweaving,9.99,3.25,1130,59,Low Priority,0.0496215306980656
James Taylor - That's Why I'm Here,12.99,3.86,3909,94,Mid-Tier (Popular),0.023482388208843366
Judy Collins - Whales And Nightingales,9.99,3.67,1903,47,Mid-Tier (Popular),0.024102564102564103
George Burns - I Wish I Was Eighteen Again,9.99,3.31,500,12,Low Priority,0.0234375
Mahalia Jackson - You'll Never Walk Alone,12.99,4.0,678,19,Niche/Underground,0.027259684361549498
Boots Randolph - Boots Randolph's Yakety Sax!,12.99,3.44,2140,38,Low Priority,0.017447199265381085
Aretha Franklin - Who's Zoomin' Who?,12.99,3.65,5742,220,Mid-Tier (Popular),0.03690036900369004
Eddie Money - Life For The Taking,9.99,3.69,3595,68,Mid-Tier (Popular),0.018564018564018563
Frank Sinatra - The Nearness Of You,14.99,3.88,2881,32,Niche/Underground,0.010985238585650533
Steve Winwood - Roll With It,9.99,3.77,1222,47,Mid-Tier (Popular),0.037037037037037035
Don Ellis - Don Ellis At Fillmore,9.99,4.11,564,82,Mid-Tier (Popular),0.12693498452012383
Luciano Pavarotti - The Great Pavarotti,10.99,3.55,321,7,Niche/Underground,0.021341463414634148
Ace - Five-A-Side,9.99,3.66,3322,155,Mid-Tier (Popular),0.04457865976416451
Don McLean - Playin' Favorites,10.99,3.39,1002,34,Low Priority,0.032818532818532815
UFO - No Place To Run,9.99,3.8,3845,173,Mid-Tier (Popular),0.043056246888999505
The Byrds - Byrdmaniax,12.99,3.4,1578,193,Low Priority,0.10897797854319594
Sammy Davis Jr. - I've Gotta Be Me,12.99,3.98,1787,53,Mid-Tier (Popular),0.028804347826086957
"Peter Nero - Hits From ""Hair"" To Hollywood",19.99,4.5,135,28,Niche/Underground,0.17177914110429449
Christopher Cross - Another Page,12.99,3.62,4354,178,Mid-Tier (Popular),0.03927625772285966
Eric Carmen - Boats Against The Current,9.99,3.62,1522,41,Niche/Underground,0.026231605886116442
Ry Cooder - Bop Till You Drop,12.99,4.05,4177,139,Mid-Tier (Popular),0.032205746061167745
Air Supply - The One That You Love,9.99,3.36,3165,84,Low Priority,0.02585410895660203
Bob Dylan - The Times They Are A-Changin',69.99,4.44,690,480,Mid-Tier (Popular),0.41025641025641024
Tommy Roe - We Can Make Music,9.99,3.28,538,46,Low Priority,0.07876712328767123
Styx - Pieces Of Eight,29.99,3.86,11626,407,Mid-Tier (Popular),0.03382365162469875
Buffy Sainte-Marie - Quiet Places,16.99,3.38,284,42,Low Priority,0.12883435582822086
Three Dog Night - Captured Live At The Forum,14.99,3.47,5170,94,Low Priority,0.017857142857142856
Vassar Clements - Superbow,12.99,3.76,544,26,Niche/Underground,0.0456140350877193
Andy Williams - The Shadow Of Your Smile,9.99,3.66,1150,12,Niche/Underground,0.010327022375215147
Warren Zevon - Bad Luck Streak In Dancing School,9.99,3.91,6270,217,Mid-Tier (Popular),0.0334515184214583
Rickie Lee Jones - The Magazine,12.99,3.83,4380,90,Mid-Tier (Popular),0.020134228187919462
The Electric Flag - A Long Time Comin',39.99,4.03,3479,508,Mid-Tier (Popular),0.12741409581138702
REO Speedwagon - Good Trouble,10.99,3.65,4660,128,Mid-Tier (Popular),0.026733500417710943
Brick - Stoneheart,12.99,3.51,1140,173,Mid-Tier (Popular),0.13175932977913177
Jimmy Swaggart - God's Gonna Bless His Children,9.99,5.0,51,3,Niche/Underground,0.05555555555555555
The Band - Islands,19.99,3.5,2049,149,Mid-Tier (Popular),0.06778889899909009
Maynard Ferguson - Maynard Ferguson,12.99,3.92,1410,59,Mid-Tier (Popular),0.04016337644656229
Herman's Hermits - Introducing Herman's Hermits,19.99,3.68,1124,50,Mid-Tier (Popular),0.04258943781942078
The 5th Dimension* - Live!!,12.99,3.77,2186,72,Mid-Tier (Popular),0.03188662533215235
Lou Rawls - Let Me Be Good To You,10.99,4.02,1417,113,Mid-Tier (Popular),0.0738562091503268
Outlaws - Lady In Waiting,12.99,3.65,1688,101,Mid-Tier (Popular),0.05645612073784237
Pablo Cruise - Worlds Away,9.99,3.62,4721,68,Mid-Tier (Popular),0.014199206514930047
Carole King - Tapestry,69.99,4.24,33516,4726,Mid-Tier (Popular),0.12358140264630511
Leo Kottke - Ice Water,9.99,3.64,1156,35,Niche/Underground,0.02938706968933669
The Partridge Family - Crossword Puzzle,29.99,3.73,412,33,Niche/Underground,0.07415730337078652
T. Texas Tyler - T. Texas Tyler,12.99,4.5,22,2,Niche/Underground,0.08333333333333333
Elvis* - Double Dynamite!,19.99,3.67,3984,55,Mid-Tier (Popular),0.01361723198811587
Eric Weissberg And Steve Mandell - Dueling Banjos From The Original Motion Picture Soundtrack Deliverance And Additional Music,9.99,3.65,7129,120,Mid-Tier (Popular),0.01655400744930335
The Souther-Hillman-Furay Band - The Souther-Hillman-Furay Band,9.99,3.49,2622,91,Low Priority,0.033542204201990417
B.J. Thomas - B.J. Thomas,12.99,4.5,212,16,Niche/Underground,0.07017543859649122
"Olivia Newton-John - If You Love Me, Let Me Know",12.99,3.8,3443,71,Mid-Tier (Popular),0.020204894706886738
Phoebe Snow - Never Letting Go,12.99,3.88,1454,49,Mid-Tier (Popular),0.03260146373918829
Various - Soul To Soul,19.99,3.9,1301,97,Mid-Tier (Popular),0.06938483547925609
Olivia Newton-John - Clearly Love,9.99,3.64,1631,39,Niche/Underground,0.023353293413173652
George Thorogood And The Destroyers* - Move It On Over,14.99,4.05,9450,225,Mid-Tier (Popular),0.023255813953488372
Patrick Moraz - Patrick Moraz,29.99,3.74,279,75,Mid-Tier (Popular),0.211864406779661
The Dave Brubeck Quartet - Newport 1958,39.99,4.43,838,98,Mid-Tier (Popular),0.1047008547008547
Nancy Wilson - Hurt So Bad,10.99,3.76,572,141,Mid-Tier (Popular),0.19775596072931276
The Moody Blues - In Search Of The Lost Chord,19.99,4.05,1699,106,Mid-Tier (Popular),0.058725761772853186
Gordon Lightfoot - If You Could Read My Mind,29.99,3.78,5188,200,Mid-Tier (Popular),0.03711952487008166
Robin Trower - In City Dreams,14.99,3.72,3879,129,Mid-Tier (Popular),0.03218562874251497
The Jazz Crusaders* - Live At The Lighthouse '66,49.99,4.62,298,105,Top Rated,0.26054590570719605
Traffic - Shoot Out At The Fantasy Factory,19.99,3.97,3031,118,Mid-Tier (Popular),0.03747221340107971
The Firm - The Firm,9.99,3.66,4267,108,Mid-Tier (Popular),0.024685714285714287
Cat Stevens - Buddha And The Chocolate Box,9.99,3.57,4801,129,Mid-Tier (Popular),0.02616632860040568
Carpenters - Close To You,49.99,3.89,11326,650,Mid-Tier (Popular),0.054275217100868405
The Moody Blues - In Search Of The Lost Chord,14.99,4.05,1699,106,Mid-Tier (Popular),0.058725761772853186
Herbie Mann - Gagaku & Beyond,29.99,3.96,562,227,Mid-Tier (Popular),0.2877059569074778
James Taylor - Walking Man,19.99,3.78,4799,162,Mid-Tier (Popular),0.03265470671235638
Love - Love,199.99,4.3,1936,1211,Mid-Tier (Popular),0.3848109310454401
Cat Stevens - Foreigner,12.99,3.66,4917,86,Mid-Tier (Popular),0.017189686188287027
Bob Dylan - Empire Burlesque,9.99,3.7,5337,321,Mid-Tier (Popular),0.056733828207847295
Ten Years After - Watt,39.99,4.08,1491,138,Mid-Tier (Popular),0.0847145488029466
Neil Diamond - Beautiful Noise,9.99,3.63,6938,71,Mid-Tier (Popular),0.010129833071764873
Charlie Byrd - The Touch Of Gold,9.99,3.32,555,22,Low Priority,0.038128249566724434
Sarah Vaughan - The Magic Of Sarah Vaughan,24.99,3.84,656,49,Mid-Tier (Popular),0.06950354609929078
Stanley Clarke - School Days,19.99,4.17,694,111,Mid-Tier (Popular),0.13788819875776398
Chuck Mangione - Bellavia,9.99,3.92,2773,80,Mid-Tier (Popular),0.028040658955485454
The Chambers Brothers - A New Time - A New Day,19.99,3.86,2079,188,Mid-Tier (Popular),0.08292898103220114
Dan Fogelberg & Tim Weisberg - Twin Sons Of Different Mothers,9.99,3.82,6006,83,Mid-Tier (Popular),0.013631138117917557
Dave Grusin And The N.Y. / L.A. Dream Band* - Dave Grusin And The N.Y. / L.A. Dream Band,14.99,4.16,808,62,Mid-Tier (Popular),0.07126436781609195
Dave Grusin And The N.Y. / L.A. Dream Band* - Dave Grusin And The N.Y. / L.A. Dream Band,14.99,4.16,808,62,Mid-Tier (Popular),0.07126436781609195
"Peter, Paul And Mary* - Peter, Paul And Mary",19.99,3.82,2174,93,Mid-Tier (Popular),0.04102337891486546
Neil Diamond - Stones,9.99,3.89,1051,38,Niche/Underground,0.03489439853076217
Wayne Newton - The Best Of Wayne Newton Live,14.99,4.5,66,4,Niche/Underground,0.05714285714285714
Elvis Presley - Let's Be Friends,12.99,3.77,1526,67,Mid-Tier (Popular),0.04205900816070308
Smokey Robinson - Smokey's Family Robinson,12.99,3.95,1141,138,Mid-Tier (Popular),0.10789679437060204
Commodores - 13,12.99,3.69,1292,92,Mid-Tier (Popular),0.06647398843930635
Rod Stewart - Never A Dull Moment,14.99,3.96,8655,195,Mid-Tier (Popular),0.022033898305084745
Herb Alpert's Tijuana Brass* - South Of The Border,9.99,3.73,2798,53,Mid-Tier (Popular),0.018589968432129077
Ronnie Laws - Every Generation,12.99,4.0,1958,186,Mid-Tier (Popular),0.08675373134328358
Dave Mason - Alone Together,9.99,3.87,1759,116,Mid-Tier (Popular),0.06186666666666667
Loggins And Messina - Loggins And Messina,19.99,3.63,5297,152,Mid-Tier (Popular),0.027895026610387227
Rod Stewart - Never A Dull Moment,39.99,3.96,8655,195,Mid-Tier (Popular),0.022033898305084745
John Fogerty - Centerfield,9.99,3.96,1949,84,Mid-Tier (Popular),0.04131824889326119
"Petula Clark - Petula Clark's Greatest Hits, Vol. 1",19.99,3.91,2449,53,Mid-Tier (Popular),0.021183053557154278
Various - Oldies But Goodies Volume III,14.99,3.63,489,27,Niche/Underground,0.05232558139534884
Rick Wakeman - Journey To The Centre Of The Earth,9.99,3.8,4062,89,Mid-Tier (Popular),0.021440616718862923
Yes - Tormato,12.99,3.58,10132,236,Mid-Tier (Popular),0.022762345679012346
Paul Simon - One-Trick Pony,9.99,3.84,7076,250,Mid-Tier (Popular),0.03412503412503413
Jethro Tull - Stormwatch,14.99,3.81,5407,156,Mid-Tier (Popular),0.028042423152975015
"Lou Rawls - When You Hear Lou, You've Heard It All",18.99,3.9,3035,89,Mid-Tier (Popular),0.028489116517285532
Jethro Tull - Stormwatch,9.99,3.81,5407,156,Mid-Tier (Popular),0.028042423152975015
Brand X - Moroccan Roll,19.99,4.13,1367,166,Mid-Tier (Popular),0.10828440965427266
Poco - Crazy Eyes,9.99,3.77,2881,106,Mid-Tier (Popular),0.03548711081352528
Judy Collins - In My Life,12.99,3.75,1002,103,Mid-Tier (Popular),0.09321266968325792
Judy Collins - In My Life,12.99,3.75,1002,103,Mid-Tier (Popular),0.09321266968325792
Michael Murphey* - Blue Sky · Night Thunder,9.99,3.5,2507,58,Mid-Tier (Popular),0.022612085769980507
Joan Baez - Blessed Are...,12.99,3.59,3560,131,Mid-Tier (Popular),0.035491736656732595
David Sanborn - Voyeur,12.99,3.91,2427,90,Mid-Tier (Popular),0.03575685339690107
Foreigner - Head Games,9.99,3.85,14405,590,Mid-Tier (Popular),0.03934644881627209
Smothers Brothers - The Songs And Comedy Of The Smothers Brothers At The Purple Onion,12.99,3.22,337,10,Low Priority,0.02881844380403458
The Association - Greatest Hits!,9.99,3.76,6898,68,Mid-Tier (Popular),0.009761699684180305
Carpenters - A Kind Of Hush,12.99,4.0,1511,109,Mid-Tier (Popular),0.06728395061728396
Dionne Warwick - Heartbreaker,9.99,3.75,1448,71,Mid-Tier (Popular),0.0467412771560237
Jackson Browne - Lawyers In Love,14.99,3.75,5565,142,Mid-Tier (Popular),0.0248817241983529
Tower Of Power - Back On The Streets,19.99,4.12,1475,242,Mid-Tier (Popular),0.14094350611531742
Linda Ronstadt - Prisoner In Disguise,9.99,3.86,5897,163,Mid-Tier (Popular),0.0268976897689769
Flip Wilson - Cowboys & Colored People,9.99,3.5,379,15,Niche/Underground,0.03807106598984772
John F. Kennedy - John Fitzgerald Kennedy 1917-1963,9.99,3.57,2641,87,Mid-Tier (Popular),0.03189149560117302
John Mayall - The Turning Point,14.99,4.09,2983,122,Mid-Tier (Popular),0.0392914653784219
Kenny Loggins - High Adventure,9.99,3.63,2733,128,Mid-Tier (Popular),0.0447396015379238
Gordon Lightfoot - Don Quixote,19.99,3.89,4487,131,Mid-Tier (Popular),0.028367258553486357
Eddie Kendricks - For You,12.99,3.93,818,130,Mid-Tier (Popular),0.1371308016877637
Jermaine Jackson - My Name Is Jermaine,12.99,3.73,875,125,Mid-Tier (Popular),0.125
Firefall - Firefall,12.99,3.72,4425,133,Mid-Tier (Popular),0.02917946467749013
Jefferson Starship - Spitfire,12.99,3.57,8676,176,Mid-Tier (Popular),0.019882512426570267
Bee Gees - Bee Gees' 1st,39.99,4.02,3082,367,Mid-Tier (Popular),0.10640765439257756
Zubin Mehta Conducts Los Angeles Philharmonic Orchestra - Suites From Star Wars And Close Encounters Of The Third Kind,12.99,3.94,1495,46,Mid-Tier (Popular),0.029850746268656716
The Marshall Tucker Band - Carolina Dreams,14.99,3.59,1570,68,Mid-Tier (Popular),0.04151404151404151
Richard Harris - The Richard Harris Love Album,9.99,3.59,447,17,Niche/Underground,0.036637931034482756
Eric Clapton - Another Ticket,19.99,3.81,3392,121,Mid-Tier (Popular),0.03444349558781668
Renaissance - Live At Carnegie Hall,14.99,4.09,1686,63,Mid-Tier (Popular),0.036020583190394515
Elton John - 21 At 33,9.99,3.47,3988,133,Low Priority,0.032273719970880854
Genesis - Live,10.99,4.19,2272,128,Mid-Tier (Popular),0.05333333333333334
Carole King - One To One,9.99,3.48,1106,74,Low Priority,0.06271186440677966
Robie Lester - The Story Of Robin Hood,29.99,5.0,70,15,Niche/Underground,0.17647058823529413
Shawn Phillips - Rumplestiltskin's Resolve,39.99,3.93,606,64,Mid-Tier (Popular),0.0955223880597015
Jethro Tull - Thick As A Brick,19.99,4.46,2000,311,Mid-Tier (Popular),0.13457377758546085
SSgt. Barry Sadler* - Ballads Of The Green Berets,12.99,3.31,787,26,Low Priority,0.03198031980319803
Sonny & Cher - All I Ever Need Is You,10.99,3.13,391,13,Low Priority,0.03217821782178218
Carly Simon - Hotcakes,9.99,3.72,4991,115,Mid-Tier (Popular),0.02252252252252252
Pete Townshend - Scoop,12.99,3.87,3153,96,Mid-Tier (Popular),0.029547553093259463
Renaissance - Novella,12.99,3.94,2125,95,Mid-Tier (Popular),0.04279279279279279
Yes - 90125,12.99,4.19,12184,600,Mid-Tier (Popular),0.04693366708385482
America - Harbor,12.99,3.53,1000,124,Mid-Tier (Popular),0.1103202846975089
Robin Trower - Caravan To Midnight,19.99,3.74,3305,237,Mid-Tier (Popular),0.06691134952004517
Carole King - Touch The Sky,9.99,3.64,735,49,Mid-Tier (Popular),0.0625
Al Stewart And Shot In The Dark - 24 Carrots,9.99,3.68,1073,34,Niche/Underground,0.03071364046973803
Ike & Tina* - Let Me Touch Your Mind,19.99,3.69,134,32,Niche/Underground,0.1927710843373494
Gary U.S. Bonds - Dedication,12.99,3.76,2101,50,Mid-Tier (Popular),0.023245002324500233
"Mary Martin, Ezio Pinza, Richard Rodgers, Oscar Hammerstein II With Original Broadway Cast* - South Pacific",12.99,3.76,3016,14,Niche/Underground,0.0046204620462046205
Andreas Vollenweider - White Winds,9.99,3.99,1993,79,Mid-Tier (Popular),0.03812741312741313
Jimmie McDonald - Sings That The World May Hear,9.99,3.5,48,6,Niche/Underground,0.1111111111111111
The Mamas & The Papas - The Mamas & The Papas,14.99,3.89,4659,362,Mid-Tier (Popular),0.07209719179446325
"Tom Rapp, Pearls Before Swine - ...Beautiful Lies You Could Live In.",29.99,3.81,413,174,Mid-Tier (Popular),0.29642248722316866
"Tom Rapp, Pearls Before Swine - ...Beautiful Lies You Could Live In.",29.99,3.81,413,174,Mid-Tier (Popular),0.29642248722316866
Herbie Hancock - Lite Me Up,12.99,3.87,2226,506,Mid-Tier (Popular),0.18521229868228403
Steve Winwood - Arc Of A Diver,9.99,3.92,7230,153,Mid-Tier (Popular),0.02072328321820398
Crystal Gayle - When I Dream,9.99,3.78,1088,23,Niche/Underground,0.020702070207020702
The Incredible Jimmy Smith* - Got My Mojo Workin',22.99,4.24,1303,144,Mid-Tier (Popular),0.0995162404975812
Stevie Nicks - Bella Donna,59.99,4.11,24684,2336,Mid-Tier (Popular),0.08645447816432272
Gene Pitney - Greatest Hits Of All Times,12.99,3.56,1093,14,Niche/Underground,0.012646793134598013
The Manhattan Transfer - Extensions,9.99,3.98,3072,119,Mid-Tier (Popular),0.03729238483234096
Joan Armatrading - To The Limit,9.99,3.78,1368,42,Mid-Tier (Popular),0.029787234042553193
Glen Campbell - Galveston,9.99,3.64,2482,70,Mid-Tier (Popular),0.0274294670846395
Leadbelly - Leadbelly,19.99,3.95,1588,85,Mid-Tier (Popular),0.05080693365212194
The Crusaders - Images,12.99,4.1,3208,206,Mid-Tier (Popular),0.06033977738722906
Billy Joel - 52nd Street,22.99,3.97,18394,700,Mid-Tier (Popular),0.036660731119723476
Gilda Radner - Live From New York,12.99,4.0,1471,101,Mid-Tier (Popular),0.06424936386768448
Emmylou Harris - Evangeline,9.99,3.84,4338,97,Mid-Tier (Popular),0.021871476888387822
Vangelis - Albedo 0.39,14.99,4.12,929,129,Mid-Tier (Popular),0.1219281663516068
"The Ventures - The Ventures Play Telstar, The Lonely Bull",24.99,3.96,1437,46,Mid-Tier (Popular),0.031018206338503034
Average White Band - Put It Where You Want It,12.99,3.74,1133,120,Mid-Tier (Popular),0.09577015163607343
"Jerry Lee Lewis - The ""Killer"" Rocks On",19.99,4.0,1738,71,Mid-Tier (Popular),0.03924820342730791
Ray Manzarek - The Whole Thing Started With Rock & Roll Now It's Out Of Control,39.99,3.67,1316,189,Mid-Tier (Popular),0.12558139534883722
"Jerry Lee Lewis - The ""Killer"" Rocks On",12.99,4.0,1738,71,Mid-Tier (Popular),0.03924820342730791
The Hues Corporation - Rockin' Soul,16.99,3.48,1235,130,Low Priority,0.09523809523809523
Sandi Patti* - Sandi's Song,9.99,4.25,59,24,Niche/Underground,0.2891566265060241
Arlo Guthrie - Hobo's Lullaby,19.99,3.83,3920,136,Mid-Tier (Popular),0.03353057199211045
"The Metro-Tones, Inc. - Get Together",450.0,4.65,79,486,Top Rated,0.8601769911504424
Jefferson Airplane - Bark,12.99,3.68,5635,254,Mid-Tier (Popular),0.04313126167430803
Rod Stewart - Tonight I'm Yours,9.99,3.77,3636,122,Mid-Tier (Popular),0.032464076636508785
Hank Snow - Souvenirs,24.99,3.75,789,25,Niche/Underground,0.030712530712530713
Earl Klugh - Crazy For You,9.99,3.96,1917,107,Mid-Tier (Popular),0.052865612648221344
Mannheim Steamroller - Fresh Aire 4,9.99,4.1,1702,47,Mid-Tier (Popular),0.026872498570611778
Atlanta Rhythm Section - A Rock And Roll Alternative,9.99,3.77,4933,137,Mid-Tier (Popular),0.027021696252465484
Chuck Mangione - Main Squeeze,9.99,3.76,2927,78,Mid-Tier (Popular),0.0259567387687188
Ted Nugent - Free-For-All,12.99,3.82,924,46,Mid-Tier (Popular),0.04742268041237113
Sea Level - Sea Level,14.99,3.87,2245,183,Mid-Tier (Popular),0.07537067545304778
The Ray Charles Singers - Slices Of Life,19.99,3.38,225,20,Low Priority,0.08163265306122448
The Ventures - Flights Of Fantasy,19.99,3.7,1230,45,Mid-Tier (Popular),0.03529411764705882
The Rascals - Once Upon A Dream,19.99,3.77,1227,107,Mid-Tier (Popular),0.08020989505247376
Kris Kristofferson - The Silver Tongued Devil And I,19.99,4.08,5222,365,Mid-Tier (Popular),0.0653302308931448
Ocean - Put Your Hand In The Hand,12.99,3.81,509,88,Mid-Tier (Popular),0.1474036850921273
Deodato* - Whirlwinds,12.99,3.92,2407,256,Mid-Tier (Popular),0.09613218174990612
Alabama - Feels So Right,9.99,3.7,7582,144,Mid-Tier (Popular),0.018638363965829668
Larry Coryell - Coryell,59.99,4.38,1402,767,Mid-Tier (Popular),0.35361917934532044
Pure Prairie League - Two Lane Highway,9.99,3.74,2822,69,Mid-Tier (Popular),0.023867173988239364
Gladys Knight & The Pips* - I Feel A Song,9.99,3.77,891,79,Mid-Tier (Popular),0.08144329896907217
Donovan - The Best Of Donovan,19.99,3.91,1193,27,Niche/Underground,0.022131147540983605
Dave Mason - Split Coconut,9.99,3.6,1778,44,Mid-Tier (Popular),0.024149286498353458
Donovan - Barabajagal,14.99,3.97,2839,238,Mid-Tier (Popular),0.07734806629834254
Bob Dylan - Bob Dylan's Greatest Hits Volume II,39.99,4.17,16251,533,Mid-Tier (Popular),0.031756434699714016
Laura Nyro - New York Tendaberry,39.99,3.79,398,104,Mid-Tier (Popular),0.20717131474103587
Roy Clark - The Entertainer,9.99,2.36,393,12,Low Priority,0.02962962962962963
Peter Paul And Mary* - In The Wind,14.99,3.73,4270,108,Mid-Tier (Popular),0.02466879853814527
Ted Nugent - State Of Shock,12.99,3.58,2020,86,Mid-Tier (Popular),0.04083570750237417
The Band - Moondog Matinee,24.99,3.77,3349,280,Mid-Tier (Popular),0.07715624138881234
Bob Dylan - Nashville Skyline,24.99,4.19,2032,325,Mid-Tier (Popular),0.13788714467543486
Bob Dylan - Nashville Skyline,24.99,4.19,2032,325,Mid-Tier (Popular),0.13788714467543486
Jean-Luc Ponty - Civilized Evil,15.99,4.05,2732,159,Mid-Tier (Popular),0.05499827049463853
Elton John - Madman Across The Water,39.99,4.18,4319,319,Mid-Tier (Popular),0.06877964639931004
Various - Family Portrait - 16 Outstanding Selections From A&M Records,9.99,3.5,693,25,Niche/Underground,0.034818941504178275
Richie Havens - Alarm Clock,29.99,3.9,890,74,Mid-Tier (Popular),0.07676348547717843
Bob Dylan - Street-Legal,16.99,3.84,10353,521,Mid-Tier (Popular),0.047912451719698365
"Henry Mancini - Mancini Plays The Theme From ""Love Story""",9.99,3.9,672,67,Mid-Tier (Popular),0.09066305818673884
Martha Reeves - The Rest Of My Life,18.99,3.5,378,107,Mid-Tier (Popular),0.22061855670103092
Bob Dylan - Street-Legal,24.99,3.84,10353,521,Mid-Tier (Popular),0.047912451719698365
The Who - The Who By Numbers,19.99,3.8,575,99,Mid-Tier (Popular),0.14688427299703263
Various - Family Portrait - 16 Outstanding Selections From A&M Records,9.99,3.5,693,25,Niche/Underground,0.034818941504178275
Bryan Adams - Into The Fire,9.99,3.72,4016,114,Mid-Tier (Popular),0.027602905569007265
Tower Of Power - Urban Renewal,19.99,4.17,1961,396,Mid-Tier (Popular),0.1680101824352991
Neil Diamond - Serenade,9.99,3.53,5373,46,Mid-Tier (Popular),0.008488651042627792
Air Supply - Now And Forever,9.99,3.3,2164,64,Low Priority,0.02872531418312388
Donovan - Donovan's Greatest Hits,19.99,4.01,9642,213,Mid-Tier (Popular),0.02161339421613394
Anne Murray - Snowbird,9.99,3.5,136,13,Niche/Underground,0.087248322147651
Frank Sinatra - Try A Little Tenderness,12.99,3.66,2387,28,Niche/Underground,0.011594202898550725
Tina Turner - Private Dancer,19.99,4.11,12960,493,Mid-Tier (Popular),0.0366461012413588
Billy Joel - The Nylon Curtain,9.99,3.8,8014,422,Mid-Tier (Popular),0.05002370791844476
Michael Franks - The Art Of Tea,19.99,4.18,3294,672,Mid-Tier (Popular),0.16944024205748864
Michael Franks - The Art Of Tea,19.99,4.18,3294,672,Mid-Tier (Popular),0.16944024205748864
Various - Midnight Cowboy,12.99,3.9,4065,270,Mid-Tier (Popular),0.06228373702422145
"Grover Washington, Jr. - Skylarkin'",12.99,4.02,2498,172,Mid-Tier (Popular),0.06441947565543071
The Who - Who Are You,12.99,3.88,13021,564,Mid-Tier (Popular),0.041516378358483624
Various - Footloose,14.99,3.9,12205,884,Mid-Tier (Popular),0.06753762701505081
Stephen Stills - Stephen Stills 2,9.99,3.68,4290,199,Mid-Tier (Popular),0.04433058587658721
"Grover Washington, Jr. - Come Morning",12.99,3.93,3259,174,Mid-Tier (Popular),0.050684532478881446
Lou Reed - Sally Can't Dance,29.99,3.81,7123,589,Mid-Tier (Popular),0.07637448132780084
Crosby - Nash* - Whistling Down The Wire,12.99,3.61,5259,109,Mid-Tier (Popular),0.020305514157973173
Dee Dee Sharp - It's Mashed Potato Time,44.99,3.9,569,116,Mid-Tier (Popular),0.16934306569343066
Loggins & Messina* - Native Sons,9.99,3.56,3113,45,Mid-Tier (Popular),0.014249525015832806
Streisand* - Guilty,9.99,3.82,13087,355,Mid-Tier (Popular),0.026409760452313642
Unknown Artist - Story Of Mary Poppins,19.99,3.86,327,26,Niche/Underground,0.07365439093484419
Dionne Warwick - I'll Never Fall In Love Again,9.99,3.68,2288,143,Mid-Tier (Popular),0.058823529411764705
Michael And Stormie Omartian - The Builder,12.99,3.31,195,29,Low Priority,0.12946428571428573
Santana - Zebop!,9.99,3.83,7160,222,Mid-Tier (Popular),0.030073150907613113
Art Garfunkel - Watermark,9.99,3.62,3970,79,Mid-Tier (Popular),0.019510990367992097
The Blues Project - Projections,29.99,4.18,634,107,Mid-Tier (Popular),0.14439946018893388
David Crosby - If I Could Only Remember My Name,69.99,4.33,6183,1292,Mid-Tier (Popular),0.1728428093645485
Santana - Santana,29.99,4.19,14674,962,Mid-Tier (Popular),0.061524686620619086
Michal Urbaniak* - Body English,14.99,3.97,397,168,Mid-Tier (Popular),0.2973451327433628
The Temptations - Wings Of Love,12.99,3.84,2574,138,Mid-Tier (Popular),0.05088495575221239
Melba Moore - Melba,9.99,4.14,866,119,Mid-Tier (Popular),0.12081218274111676
Carpenters - Passage,12.99,3.64,1574,122,Mid-Tier (Popular),0.07193396226415094
The Edgar Winter Group - They Only Come Out At Night,19.99,3.76,4635,132,Mid-Tier (Popular),0.027690371302706105
Sandi Patti* - Morning Like This,12.49,0.0,4,0,Low Priority,0.0
Elvis Costello And The Attractions* - Punch The Clock,19.99,3.79,4865,136,Mid-Tier (Popular),0.027194561087782444
Laura Nyro - Christmas And The Beads Of Sweat,19.99,4.01,1793,226,Mid-Tier (Popular),0.11193660227835563
Procol Harum In Concert With The Edmonton Symphony Orchestra - Live,12.99,3.93,2834,58,Mid-Tier (Popular),0.020055325034578148
