album,price,rating,have,want,genre
"The Three Suns - Let's Dance With The Three Suns (LP, Album)",$19.99,Rated: 3.71,428 have,15 want,N/A
"Perry Como - Saturday Night With Mr. C. (LP, Album, Ind)",$9.99,Rated: 3.88,402 have,28 want,N/A
"Tom T. Hall - The Rhymer And Other Five And Dimers (LP, Album, Ter)",$9.99,Rated: 3.58,993 have,79 want,N/A
"Neil Diamond - Headed For The Future (LP, Album, Car)",$9.99,Rated: 3.50,1514 have,35 want,N/A
"No Artist - Environments 9 Caribbean Lagoon / Pacific Ocean (LP, Album, Quad)",$19.99,Rated: 3.89,1234 have,260 want,N/A
"April Wine - Power Play (LP, Album, Win)",$9.99,Rated: 3.58,1536 have,42 want,N/A
"Sonny & Cher - Greatest Hits (LP, Comp)",$19.99,Rated: 3.54,320 have,9 want,N/A
"Tom Jones - Close Up (LP, Album, AL )",$12.99,Rated: 3.42,580 have,23 want,N/A
"Boots Randolph - King Of Yakety (LP, Comp)",$9.99,Rated: 3.59,604 have,13 want,N/A
"Paul Winter (2) - Wintersong (Tomorrow Is My Dancing Day) (LP, Album)",$9.99,Rated: 3.71,333 have,12 want,N/A
"Roy Orbison - Roy Orbison's Greatest Hits (LP, Comp, Mono)",$39.99,Rated: 3.85,2067 have,53 want,N/A
"The Barry Goldberg Reunion* - There's No Hole In My Soul (LP, Album, Ter)",$39.99,Rated: 3.94,853 have,171 want,N/A
"Sha Na Na - Sha Na Na Is Here To Stay (LP, Comp)",$12.99,Rated: 3.18,199 have,2 want,N/A
"Cat Stevens - Back To Earth (LP, Album)",$9.99,Rated: 3.65,4477 have,125 want,N/A
"Crosby, Stills, Nash & Young - American Dream (LP, Album, SP )",$12.99,Rated: 3.68,2617 have,194 want,N/A
"Simple Minds - Sister Feelings Call (LP, Album)",$39.99,Rated: 3.91,617 have,178 want,N/A
"Jimmy Swaggart - There Is A River (LP, Album)",$9.99,Rated: 2.00,191 have,3 want,N/A
"Paul Anka - Anka (LP, Album, Gat)",$10.99,Rated: 3.62,1695 have,71 want,N/A
"Rick Nelson* - Million Sellers (LP, Comp)",$14.99,Rated: 4.22,869 have,12 want,N/A
"Bobby Hackett - A Time For Love (LP, Album, Gat)",$12.99,Rated: 3.00,264 have,11 want,N/A
"Bill Cosby - Revenge (LP, Album, Mono, Pit)",$9.99,Rated: 3.36,2708 have,38 want,N/A
"Jessi Colter - Jessi (LP, Album, Los)",$9.99,Rated: 3.66,669 have,60 want,N/A
"Glen Campbell - By The Time I Get To Phoenix (LP, Album, Club, RE, Cap)",$9.99,Rated: 3.66,1025 have,53 want,N/A
"The Philadelphia Orchestra, Eugene Ormandy - Ports Of Call (LP, Album, Mono)",$12.99,Rated: 3.81,679 have,11 want,N/A
"Judy Collins - Running For My Life (LP, Album, All)",$9.99,Rated: 4.14,428 have,14 want,N/A
"Evie (2) - Evie Again (LP, Album, RE)",$9.99,Rated: 3.25,176 have,5 want,N/A
Hugh Masekela - The Emancipation Of Hugh Masekela (LP),$39.99,Rated: 4.00,215 have,136 want,N/A
Oliver (6) - Again (LP),$19.99,Rated: 3.27,245 have,13 want,N/A
"Simon And Garfunkel* - Parsley, Sage, Rosemary And Thyme (LP, Album, RE)",$19.99,Rated: 4.10,473 have,166 want,N/A
"The Lettermen - Hurt So Bad (LP, Album)",$9.99,Rated: 3.47,1063 have,26 want,N/A
"The Lettermen - Hurt So Bad (LP, Album)",$9.99,Rated: 3.47,1063 have,26 want,N/A
"The Lettermen - The Lettermen!!! ... And ""Live!"" (LP, Album)",$9.99,Rated: 3.70,1128 have,13 want,N/A
"Boots Randolph with The Knightsbridge Strings - Boots Randolph With The Knightsbridge Strings & Voices (LP, Album)",$9.99,Rated: 3.59,568 have,20 want,N/A
"Linda Ronstadt - Greatest Hits (LP, Comp, RE, SP )",$9.99,Rated: 3.93,4329 have,71 want,N/A
"Dionne Warwick - Dionne! (2xLP, Comp, Club, Col)",$12.99,Rated: 3.67,2028 have,37 want,N/A
"The 4 Seasons* - Dawn (Go Away) And 11 Other Great Songs (LP, San)",$19.99,Rated: 3.39,471 have,52 want,N/A
"Hedge & Donna - All The Friendly Colours (LP, Album, LA )",$12.99,Rated: 3.75,256 have,43 want,N/A
"Various - The Great Composers (LP, Album, Mono)",$29.99,Rated: 3.71,353 have,23 want,N/A
"Robie Lester - Story Of Bambi (7"", RP)",$14.99,Rated: 4.60,215 have,23 want,N/A
"Neil Diamond - Gold (LP, Album, RP)",$9.99,Rated: 3.64,5727 have,47 want,N/A
"Nat King Cole - Thank You, Pretty Baby (LP, Album)",$9.99,Rated: 3.95,524 have,28 want,N/A
"Charlie McCoy - The Fastest Harp In The South (LP, Album, Pit)",$9.99,Rated: 3.44,611 have,26 want,N/A
"Al Hirt - Struttin' Down Royal Street (LP, Album, Roc)",$9.99,Rated: 3.54,533 have,11 want,N/A
"Andy Williams - Love Story (LP, Album, Ter)",$9.99,Rated: 3.96,1751 have,47 want,N/A
"Janis Ian - Aftertones (LP, Album, Ter)",$9.99,Rated: 3.73,1269 have,29 want,N/A
"James Galway - The Magic Flute Of James Galway (LP, Album)",$9.99,Rated: 3.72,639 have,14 want,N/A
"Mario Lanza - The Desert Song (LP, Sha)",$12.99,Rated: 2.67,372 have,7 want,N/A
"Dionne Warwick, Glen Campbell, Burt Bacharach - On The Move (LP, Comp, Jac)",$9.99,Rated: 3.46,1885 have,32 want,N/A
"Mannheim Steamroller, Cambridge Singers*, London Symphony* - Fresh Aire V (LP, Album)",$9.99,Rated: 4.10,1248 have,39 want,N/A
"Luciano Pavarotti - O Sole Mio Favorite Neapolitan Songs (LP, Comp)",$9.99,Rated: 4.20,1120 have,27 want,N/A
"Van Cliburn, Chopin* - My Favorite Chopin (LP, RE, Ind)",$12.99,Rated: 4.06,715 have,25 want,N/A
"Boots Randolph - Sentimental Journey (LP, Album, Ter)",$14.99,Rated: 2.94,384 have,9 want,N/A
"The Fifth Dimension - The Worst That Could Happen (Formerly ""The Magic Garden"") (LP, Album, RE)",$12.99,Rated: 4.17,441 have,45 want,N/A
"Mickey Gilley - Put Your Dreams Away (LP, Album, Car)",$9.99,Rated: 3.80,522 have,12 want,N/A
"Steve Howe - Beginnings (LP, Album, Pre)",$14.99,Rated: 3.45,1881 have,76 want,N/A
"Andy Williams - Love Theme From ""The Godfather"" (LP, Album)",$12.99,Rated: 3.82,921 have,20 want,N/A
"Dick Clark (2) - 20 Years Of Rock N' Roll (2xLP, Comp, Col + Flexi, 7"", Shape, S/Sided, Card,)",$12.99,Rated: 4.05,1771 have,40 want,N/A
"The Kiki Dee Band - I've Got The Music In Me (LP, Album)",$12.99,Rated: 3.50,820 have,27 want,N/A
"Carole King - Fantasy (LP, Album, Pit)",$14.99,Rated: 3.80,2249 have,132 want,N/A
"Andy Williams - Warm And Willing (LP, Album, Mono, Pit)",$12.99,Rated: 4.10,421 have,8 want,N/A
"The Beatles - Sgt. Pepper's Lonely Hearts Club Band (LP, Album, Jac)",$25.00,Rated: 4.54,1331 have,533 want,N/A
"Crosby-Nash* - The Best Of David Crosby And Graham Nash (LP, Comp, San)",$10.99,Rated: 4.08,1678 have,36 want,N/A
"The Brothers Four - Greatest Hits (LP, Comp, Mono)",$9.99,Rated: 3.00,22 have,5 want,N/A
"The Lettermen - Love Book (LP, Album, Jac)",$12.99,Rated: 3.56,371 have,11 want,N/A
"Wishbone Ash - Front Page News (LP, Album, Glo)",$12.99,Rated: 3.83,1283 have,57 want,N/A
"Joan Baez - Blowin' Away (LP, Album, Pit)",$9.99,Rated: 3.45,670 have,34 want,N/A
"Kris Kristofferson - Surreal Thing (LP, Album, Ter)",$14.99,Rated: 3.45,797 have,73 want,N/A
"Joan Baez - Gulf Winds (LP, Album, Mon)",$9.99,Rated: 3.47,1554 have,43 want,N/A
"Herb Alpert & The Tijuana Brass - The Lonely Bull (LP, Album, RP)",$9.99,Rated: 3.60,676 have,49 want,N/A
"Donovan - Mellow Yellow (LP, Album, Pit)",$16.99,Rated: 4.08,2326 have,291 want,N/A
"The Lettermen - Love Book (LP, Album, Jac)",$9.99,Rated: 3.56,371 have,11 want,N/A
"Nat King Cole - Dear Lonely Hearts (LP, Album, Comp, RE, Jac)",$9.99,Rated: 3.74,721 have,34 want,N/A
"Jeff Beck - Flash (LP, Album, Car)",$9.99,Rated: 3.47,2840 have,84 want,N/A
"Jimmie Rodgers (2) - Child Of Clay (LP, Album)",$11.99,Rated: 3.93,351 have,19 want,N/A
"Bachman-Turner Overdrive - Not Fragile (LP, Album, Pit)",$19.99,Rated: 3.98,1798 have,86 want,N/A
"Herb Alpert's Tijuana Brass* - Volume 2 (LP, Album, Mono)",$9.99,Rated: 3.20,127 have,19 want,N/A
"The Lettermen - The Best Of The Lettermen Vol. 2 (LP, Comp, RE, Gat)",$9.99,Rated: 3.70,391 have,5 want,N/A
"John Mayall - Looking Back (LP, Album, Comp, Pit)",$24.99,Rated: 3.99,1094 have,59 want,N/A
"The New Christy Minstrels Under The Direction Of Randy Sparks - Ramblin' (Featuring Green, Green) (LP, Album, Mono, Pit)",$9.99,Rated: 3.59,771 have,21 want,N/A
"Camarata* - The Story And Songs Of Black Beauty (LP, Album, RP)",$12.99,Rated: 3.88,174 have,9 want,N/A
"Camarata* - The Story And Songs Of Black Beauty (LP, Album, RP)",$12.99,Rated: 3.88,174 have,9 want,N/A
"Randy Stonehill - The Sky Is Falling (LP, Album, Gat)",$12.99,Rated: 4.40,454 have,44 want,N/A
"The Pentangle* - Basket Of Light (LP, Album)",$24.99,Rated: 4.49,879 have,293 want,N/A
"The Kingston Trio* - The Best Of The Kingston Trio (LP, Comp, Scr)",$12.99,Rated: 3.83,1522 have,16 want,N/A
"Various - Urban Cowboy (Original Motion Picture Soundtrack) (2xLP, Album, Comp, CTH)",$19.99,Rated: 3.78,8761 have,182 want,N/A
"Bill Cosby - Why Is There Air? (LP, Album, Mono, Pit)",$9.99,Rated: 3.53,2462 have,39 want,N/A
"Harry Belafonte And The Islanders (6) - Folk Songs And Calypso (LP, Comp, Mono)",$9.99,Rated: 3.79,498 have,20 want,N/A
"Johnny Mathis - The Shadow Of Your Smile (LP, Album, Ric)",$12.99,Rated: 3.67,957 have,17 want,N/A
"Karla Bonoff - Restless Nights (LP, Album)",$12.99,Rated: 3.82,1476 have,36 want,N/A
"Everett McKinley Dirksen* - Gallant Men Stories Of The American Adventure Told By Senator Everett McKinley Dirksen (LP, Mono)",$9.99,Rated: 2.70,206 have,2 want,N/A
"The Sunshine Company - The Sunshine Company (LP, Album, All)",$19.99,Rated: 3.78,772 have,133 want,N/A
"Harpers Bizarre - Anything Goes (LP, Album, Club, RE, Cap)",$12.99,Rated: 3.67,96 have,19 want,N/A
"Ray Charles - The Sensational Ray Charles (LP, Comp, Mono, RE)",$14.99,Rated: 3.69,946 have,42 want,N/A
"Melanie (2) - Ballroom Streets (2xLP, Album)",$12.99,Rated: 3.83,820 have,47 want,N/A
"Duane Eddy And His 'Twangy' Guitar* - Have Twangy Guitar Will Travel (LP, Album)",$69.99,Rated: 3.95,408 have,105 want,N/A
"Gary Lewis & The Playboys - Everybody Loves A Clown (LP, Album, Mono, Pit)",$12.99,Rated: 3.50,696 have,38 want,N/A
"The Kingston Trio* - String Along (LP, Mono, RE, Scr)",$22.99,Rated: 3.19,766 have,23 want,N/A
"The Manhattan Transfer - Vocalese (LP, Album, SP )",$9.99,Rated: 4.03,889 have,37 want,N/A
"Pet Clark* - I Couldn't Live Without Your Love (LP, Album)",$9.99,Rated: 3.50,845 have,20 want,N/A
"Tutti's Trumpets - Tutti's Trumpets (LP, Album)",$19.99,Rated: 4.10,145 have,18 want,N/A
"Jesse Colin Young - Light Shine (LP, Album, Ter)",$12.99,Rated: 3.69,935 have,16 want,N/A
"The Kingston Trio* - String Along (LP, Mono, RE, Scr)",$14.99,Rated: 3.19,766 have,23 want,N/A
"Kiss - Animalize (LP, Album, 56 )",$19.99,Rated: 3.83,4650 have,357 want,N/A
"Jon Anderson - Song Of Seven (LP, Album, SP )",$9.99,Rated: 3.61,2024 have,73 want,N/A
"Jerry Lee Lewis - All Country (LP, Album, RE)",$12.99,Rated: 3.94,684 have,31 want,N/A
"Night Ranger - 7 Wishes (LP, Album, Glo)",$9.99,Rated: 3.73,4391 have,138 want,N/A
"Johnny Cash - The Johnny Cash Show (LP, Album, Pit)",$19.99,Rated: 3.83,3633 have,130 want,N/A
"Kitaro - Silver Cloud (LP, Album)",$12.99,Rated: 4.11,382 have,43 want,N/A
"The New Christy Minstrels - Chim Chim Cher-ee (LP, Mono)",$12.99,Rated: 3.17,249 have,9 want,N/A
"Ferrante & Teicher - By Popular Demand (LP, Album, Pit)",$9.99,Rated: 3.75,484 have,10 want,N/A
"Pearl Bailey - The One And Only Pearl Bailey Sings (LP, Album)",$29.99,Rated: 4.05,796 have,33 want,N/A
"John Kay - My Sportin' Life (LP, Album, Gat)",$14.99,Rated: 3.97,345 have,50 want,N/A
"Waylon* And Jessi* - Leather And Lace (LP, Album, Ind)",$49.99,Rated: 3.75,2798 have,122 want,N/A
"Rick Nelson* - Rick Nelson In Concert (LP, Album, Pin)",$10.99,Rated: 4.00,730 have,40 want,N/A
"David Bromberg - Wanted Dead Or Alive (LP, Album, Pit)",$12.99,Rated: 3.95,1262 have,53 want,N/A
"Maurice Jarre - Doctor Zhivago Original Soundtrack Album (LP, RE, Gat)",$9.99,Rated: 3.92,408 have,16 want,N/A
"Maynard Ferguson - M.F. Horn (LP, Album, Pit)",$14.99,Rated: 4.05,1536 have,133 want,N/A
"Ian & Sylvia - Four Strong Winds (LP, Album, Mono)",$19.99,Rated: 3.65,438 have,58 want,N/A
"The Howard Roberts Quartet - H.R. Is A Dirty Guitar Player (LP, Album, Mono)",$49.99,Rated: 4.24,472 have,321 want,N/A
"The Marshall Tucker Band - Together Forever (LP, Album, Ind)",$9.99,Rated: 3.76,4079 have,75 want,N/A
"Ray Charles - I'm All Yours-Baby! (LP, Album)",$29.99,Rated: 3.52,1768 have,65 want,N/A
"Shawn Phillips (2) - Do You Wonder (LP, Album, Ter)",$12.99,Rated: 3.60,468 have,37 want,N/A
"Giannini - Soul Of Italy (LP, Mono)",$12.99,N/A,39 have,3 want,N/A
"The Ventures - The Ventures (2xLP, Comp)",$19.99,Rated: 3.91,1011 have,23 want,N/A
Sammy Davis Jr. - Stop The World I Want To Get Off (LP),$14.99,Rated: 4.29,250 have,17 want,N/A
"Al Martino - Daddy's Little Girl (LP, Album)",$12.99,Rated: 3.71,98 have,5 want,N/A
"Victor Borge (2) - Caught In The Act (LP, Album, Mono, RE)",$14.99,Rated: 3.67,49 have,2 want,N/A
"Glen Campbell - The Last Time I Saw Her (LP, Album, RE)",$12.99,Rated: 3.67,539 have,32 want,N/A
Boots Randolph - Plays The Great Hits Of Today (LP),$9.99,Rated: 5.00,44 have,5 want,N/A
"Colosseum - Colosseum Live (2xLP, Album, Gat)",$59.99,Rated: 4.27,1225 have,88 want,N/A
"Colosseum - Colosseum Live (2xLP, Album, Gat)",$59.99,Rated: 4.27,1225 have,88 want,N/A
"Patti Page - The Most Of Patti Page (2xLP, Album, Comp)",$12.99,Rated: 4.33,54 have,1 want,N/A
"Don Williams (2) - Especially For You (LP, Album, Pin)",$12.99,Rated: 3.95,1848 have,44 want,N/A
"Don McLean - Chain Lightning (LP, Album)",$12.99,Rated: 3.42,454 have,12 want,N/A
"Santana - Santana (LP, Album, Gat)",$19.99,Rated: 4.17,2007 have,216 want,N/A
"Judy Collins - Colors Of The Day (The Best Of Judy Collins) (LP, Comp, Pit)",$9.99,Rated: 3.73,4655 have,49 want,N/A
"Les Troubadours Du Roi Baudouin - Missa Luba (LP, Album, RE, Gat)",$12.99,Rated: 3.83,1071 have,105 want,N/A
"Johnny Mathis - The Best Days Of My Life (LP, Album)",$9.99,Rated: 3.25,134 have,12 want,N/A
"Various - Mickey And The Beanstalk (LP, Album)",$19.99,Rated: 3.09,924 have,31 want,N/A
"Lynn Anderson - Stay There 'Til I Get There (LP, Album, San)",$9.99,Rated: 4.14,476 have,22 want,N/A
"Patti Page - The Most Of Patti Page (2xLP, Album, Comp)",$24.99,Rated: 4.33,54 have,1 want,N/A
"Led Zeppelin - In Through The Out Door (LP, Album, ""F"")",$39.99,Rated: 4.13,3665 have,488 want,N/A
"Various - Mickey And The Beanstalk (LP, Album)",$12.99,Rated: 3.09,924 have,31 want,N/A
"Kenny Rogers - Love Will Turn You Around (LP, Album)",$9.99,Rated: 3.29,671 have,16 want,N/A
"Pete Seeger - We Shall Overcome (LP, Album, Mono)",$19.99,Rated: 4.00,1106 have,59 want,N/A
"Julie Andrews - Star! (Original Motion Picture Sound Track Album) (LP, Album, Gat)",$12.99,Rated: 3.84,842 have,20 want,N/A
"Barbra Streisand - Color Me Barbra (LP, Album, Mono, San)",$12.99,Rated: 3.57,1132 have,35 want,N/A
"The 50 Guitars Of Tommy Garrett - 50 Guitars Go South Of The Border (LP, Album, Gat)",$12.99,Rated: 3.47,552 have,12 want,N/A
"Neil Diamond - You Don't Bring Me Flowers (LP, Album, San)",$9.99,Rated: 3.46,2016 have,35 want,N/A
"Paul Winter (2) - Callings (2xLP, Album, Gat)",$12.99,Rated: 3.94,236 have,39 want,N/A
"Tchaikovsky* - Fritz Reiner | Chicago Symphony Orchestra - Pathétique Symphony (LP, Album, Mono)",$12.99,Rated: 3.92,332 have,7 want,N/A
Beethoven* - Eugene Ormandy • The Philadelphia Orchestra - Fifth Symphony • Eighth Symphony (LP),$12.99,Rated: 3.41,415 have,7 want,N/A
"Placido Domingo With John Denver - Perhaps Love (LP, Album, Ter)",$9.99,Rated: 3.58,1011 have,16 want,N/A
"Various - 2001: A Space Odyssey (Music From The Motion Picture Sound Track) (LP, Album, Gat)",$19.99,Rated: 4.03,3549 have,432 want,N/A
"Barbra Streisand - My Name Is Barbra, Two... (LP, Album, Mono)",$9.99,Rated: 3.46,1813 have,43 want,N/A
"Barbra Streisand - My Name Is Barbra, Two... (LP, Album, Mono)",$9.99,Rated: 3.46,1813 have,43 want,N/A
"Dion (3) - Dion (LP, Album)",$29.99,Rated: 3.86,276 have,60 want,N/A
"José Feliciano - Compartments (LP, Album, Quad, Ind)",$14.99,Rated: 3.79,958 have,74 want,N/A
"Eddie Money - Eddie Money (LP, Album, Pit)",$12.99,Rated: 3.77,6054 have,212 want,N/A
"Starz (2) - Coliseum Rock (LP, Album, Win)",$12.99,Rated: 3.88,1288 have,93 want,N/A
"Ed Ames - Time, Time (LP)",$9.99,Rated: 3.95,470 have,9 want,N/A
"Judy Collins - Recollections (LP, Comp, Pit)",$9.99,Rated: 3.61,1550 have,17 want,N/A
"Kansas (2) - Song For America (LP, Album, Ter)",$29.99,Rated: 3.97,5018 have,328 want,N/A
"Rare Earth - Grand Slam (LP, Album)",$12.99,Rated: 3.76,994 have,101 want,N/A
"Joe Farrell - Canned Funk (LP, Album, Gat)",$9.99,Rated: 4.14,1368 have,380 want,N/A
"Barbra Streisand - Emotion (LP, Album, Pit)",$9.99,Rated: 3.68,1810 have,52 want,N/A
"Unknown Artist - Walt Disney Favorites (LP, Album, Mono, RP)",$14.99,Rated: 3.50,77 have,1 want,N/A
"Barbra Streisand - Barbra Streisand's Greatest Hits - Volume 2 (LP, Comp, RE, Pit)",$9.99,Rated: 3.54,2698 have,25 want,N/A
"Peter Allen - I Could Have Been A Sailor (LP, Album, Pit)",$12.99,Rated: 3.75,380 have,40 want,N/A
"Mott The Hoople - The Hoople (LP, Album, TX )",$99.99,Rated: 3.89,2561 have,144 want,N/A
"The Moody Blues - Seventh Sojourn (LP, Album, W -)",$12.99,Rated: 3.81,3291 have,88 want,N/A
"The Rolling Stones - Still Life (American Concert 1981) (LP, Album, SP )",$19.99,Rated: 3.83,5217 have,181 want,N/A
"The Partridge Family Starring Shirley Jones (2) Featuring David Cassidy - Up To Date (LP, Album, Mon)",$19.99,Rated: 3.15,2168 have,37 want,N/A
"Savoy Brown - Street Corner Talking (LP, Album, AL )",$49.99,Rated: 4.22,1602 have,174 want,N/A
"Herb Alpert's Tijuana Brass* - !!Going Places!! (LP, Album, Mono)",$12.99,Rated: 3.69,593 have,51 want,N/A
"Glenn Miller - Glenn Miller Plays Selections From ""The Glenn Miller Story"" And Other Hits (LP, Album, RE)",$12.99,Rated: 3.65,348 have,19 want,N/A
"Bad Company (3) - 10 From 6 (LP, Comp, Club, RCA)",$10.00,Rated: 4.21,691 have,58 want,N/A
"The Kingston Trio* - At Large (LP, Album, Mono, RP)",$12.99,Rated: 3.50,1057 have,29 want,N/A
"The Kingston Trio* - Here We Go Again! (LP, Album, Mono, Los)",$11.99,Rated: 3.84,438 have,22 want,N/A
"Jefferson Starship - Dragon Fly (LP, Album, Ind)",$12.99,Rated: 3.66,5718 have,159 want,N/A
"The Youngbloods - This Is The Youngbloods (2xLP, Comp)",$12.99,Rated: 3.82,766 have,50 want,N/A
"The Kingston Trio* - Here We Go Again! (LP, Album, Mono, Los)",$12.99,Rated: 3.84,438 have,22 want,N/A
"Emmylou Harris - Roses In The Snow (LP, Album, Jac)",$16.99,Rated: 3.92,3455 have,143 want,N/A
"Leslie Phillips - Beyond Saturday Night (LP, Album, Mon)",$12.99,Rated: 3.93,215 have,34 want,N/A
"Frank Sinatra - My Way (LP, Album, RP)",$19.99,Rated: 3.89,2329 have,155 want,N/A
"Jackson Browne - The Pretender (LP, Album, RE, SP )",$26.99,Rated: 3.82,3004 have,72 want,N/A
"Boots Randolph - Sweet Talk (LP, Album)",$14.99,Rated: 3.38,317 have,19 want,N/A
"The Moody Blues - Every Good Boy Deserves Favour (LP, Album, BW )",$16.99,Rated: 3.81,3687 have,110 want,N/A
"Jerry Jeff Walker - Jerry Jeff (LP, Album, SP )",$9.99,Rated: 3.62,1141 have,26 want,N/A
"Jimmy McGriff Organ And Blues Band - Step 1 (LP, Album, M/Print, All)",$29.99,Rated: 4.07,552 have,85 want,N/A
"John Michael Talbot With The National Philharmonic Orchestra Of London* - For The Bride (LP, Album)",$12.99,Rated: 3.92,215 have,17 want,N/A
"Robert Gordon (2) - Rock Billy Boogie (LP, Album)",$12.99,Rated: 4.14,1180 have,77 want,N/A
"Elvis Presley - Blue Hawaii (LP, Album, Mono, Ind)",$79.99,Rated: 3.76,5149 have,437 want,N/A
"Blue Aquarius - Blue Aquarius (LP, Album, Son)",$12.99,Rated: 3.85,392 have,85 want,N/A
"Kenny Loggins - Nightwatch (LP, Album, Ter)",$9.99,Rated: 3.60,5487 have,171 want,N/A
Alain Debray And His Orchestra - Avant Premiere (LP),$12.99,Rated: 2.50,66 have,7 want,N/A
"Earl Klugh - Heart String (LP, Album)",$9.99,Rated: 3.93,2147 have,88 want,N/A
"Andy Williams - Two Time Winners (LP, Album, Mono)",$12.99,Rated: 4.20,269 have,11 want,N/A
Living Brass - A Taste Of Honey And Other Favorites (LP),$9.99,Rated: 3.89,184 have,7 want,N/A
"Various - Songs For Bedtime (LP, Album)",$16.99,Rated: 3.43,371 have,16 want,N/A
"Errol Garner* - Errol Garner (LP, Comp)",$19.99,Rated: 3.93,698 have,15 want,N/A
"Walt Disney Studio Orchestra - Walt Disney's Bambi (LP, Album, RE, RP)",$14.99,Rated: 3.50,862 have,50 want,N/A
"Buffy Sainte-Marie - Moonshot (LP, Album, Pit)",$12.99,Rated: 3.48,715 have,54 want,N/A
"The Platters - Encore Of Golden Hits (LP, Comp, Mono)",$12.99,Rated: 3.81,3630 have,73 want,N/A
"Judy Collins - Bread & Roses (LP, Album, RE, SP )",$9.99,Rated: 3.56,816 have,18 want,N/A
"Judy Collins - Bread & Roses (LP, Album, RE, SP )",$9.99,Rated: 3.56,816 have,18 want,N/A
"Neil Diamond - Love At The Greek: Recorded Live At The Greek Theatre (2xLP, Album, Gat)",$12.99,Rated: 3.62,6636 have,43 want,N/A
"The Manhattan Transfer - Mecca For Moderns (LP, Album, SP)",$11.99,Rated: 3.87,2049 have,59 want,N/A
"Nat King Cole - Ramblin' Rose (LP, Album)",$9.99,Rated: 3.66,7445 have,112 want,N/A
"Benny Goodman - Benny Goodman Combos (LP, Comp, Mono, RE)",$34.99,Rated: 3.71,482 have,19 want,N/A
"Steve Forbert - Alive On Arrival (LP, Album, RE, RP)",$12.99,Rated: 3.92,511 have,15 want,N/A
"Tom Rush - Merrimack County (LP, Album, Ter)",$9.99,Rated: 3.70,455 have,22 want,N/A
"Richie Havens - Mirage (LP, Album, Pit)",$9.99,Rated: 3.56,816 have,63 want,N/A
"Root Boy Slim & The Sex Change Band With The Rootettes* - Root Boy Slim & The Sex Change Band With The Rootettes (LP, Album, Win)",$59.99,Rated: 4.08,662 have,42 want,N/A
"Willie Nelson - Without A Song (LP, Album, Pit)",$12.99,Rated: 3.69,3568 have,83 want,N/A
"Joan Baez - The Contemporary Ballad Book (2xLP, Comp)",$12.99,Rated: 3.70,808 have,19 want,N/A
"The Alan Parsons Project - The Turn Of A Friendly Card (LP, Album, Ter)",$9.99,Rated: 3.99,7451 have,308 want,N/A
"Enoch Light And The Light Brigade - Dimension •3• (LP, Album, Gat)",$9.99,Rated: 3.78,775 have,64 want,N/A
"Ian Matthews* - Stealin' Home (LP, Album, Kee)",$12.99,Rated: 3.57,676 have,42 want,N/A
"Geils* - Monkey Island (LP, Album, RI )",$12.99,Rated: 3.74,1429 have,60 want,N/A
"Nat Adderley - Hummin' (LP, Album, MO )",$19.99,Rated: 4.06,443 have,81 want,N/A
"Hudson And Landry* - Losing Their Heads (LP, Album)",$9.99,Rated: 4.20,419 have,18 want,N/A
"Johnnie Ray - Johnnie Ray's Greatest Hits (LP, Comp)",$19.99,Rated: 3.40,95 have,5 want,N/A
"Sheena Easton - Best Kept Secret (LP, Album, Win)",$9.99,Rated: 3.70,1770 have,54 want,N/A
"Kenny Rogers - What About Me? (LP, Album, Ind)",$9.99,Rated: 3.63,1760 have,33 want,N/A
"Mario Lanza - Sings The Hit Songs From The Student Prince And Other Great Musical Comedies (LP, Album, Mono, Ind)",$9.99,Rated: 3.50,811 have,13 want,N/A
"The Manhattan Transfer - Bop Doo-Wopp (LP, Album)",$12.99,Rated: 3.60,900 have,41 want,N/A
"Neil Diamond - Tap Root Manuscript (LP, Album, RE, Gat)",$12.99,Rated: 3.95,859 have,24 want,N/A
"Olivia Newton-John - Let Me Be There (LP, Album, Glo)",$12.99,Rated: 3.89,2332 have,68 want,N/A
"Tom Jones - This Is Tom Jones (LP, Album, Ter)",$9.99,Rated: 3.56,3292 have,46 want,N/A
"The Allman Brothers Band - Win, Lose Or Draw (LP, Album, Ter)",$14.99,Rated: 3.70,8916 have,244 want,N/A
"Hudson And Landry* - Hanging In There (LP, Album, Blu)",$12.99,Rated: 3.88,674 have,26 want,N/A
"Jan & Dean - The Little Old Lady From Pasadena (LP, Album, Mono, Mon)",$49.99,Rated: 3.57,482 have,42 want,N/A
"Seatrain - Watch (LP, Album, Gat)",$16.99,Rated: 3.94,729 have,262 want,N/A
"The Kingston Trio* - Close-Up (LP, Album, Mono, Scr)",$12.99,Rated: 3.52,724 have,23 want,N/A
"Trini Lopez - Greatest Hits (LP, Comp)",$9.99,Rated: 4.50,82 have,5 want,N/A
"Olivia* - Physical (LP, Album, Glo)",$9.99,Rated: 3.75,3167 have,136 want,N/A
"Perry Como - Where You're Concerned (LP, Album)",$9.99,Rated: 4.25,265 have,12 want,N/A
"England Dan & John Ford Coley - Dr Heckle & Mr Jive (LP, Album)",$9.99,Rated: 4.43,167 have,27 want,N/A
"Emmylou Harris - Blue Kentucky Girl (LP, Album, Club)",$9.99,Rated: 3.90,868 have,55 want,N/A
"The Mamas & The Papas - Golden Era Vol. 2 (LP, Comp)",$20.99,Rated: 3.76,1902 have,39 want,N/A
